NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_FIT_COM6,PORCENTAJE_FIT_COM6
COMUNA 06,1006000068,15971,883,5.53
COMUNA 06,1006000069,22510,972,4.32
COMUNA 06,1006000070,20649,1142,5.53
COMUNA 06,1006000071,24697,1057,4.28
COMUNA 06,1006000072,10778,608,5.64
COMUNA 06,1006000073,13819,800,5.79
COMUNA 06,1006000074,19208,801,4.17
