NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_CF_COM10,PORCENTAJE_CF_COM10
COMUNA 10,1010000102,10499,984,9.37
COMUNA 10,1010000103,10303,972,9.43
COMUNA 10,1010000104,10041,937,9.33
COMUNA 10,1010000105,14911,1337,8.97
COMUNA 10,1010000106,9289,872,9.39
COMUNA 10,1010000107,15420,1348,8.74
COMUNA 10,1010000108,9718,822,8.46
COMUNA 10,1010000109,15178,1213,7.99
COMUNA 10,1010000110,8078,701,8.68
COMUNA 10,1010000111,8912,723,8.11
COMUNA 10,1010000112,6586,542,8.23
