NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_CF_COM6,PORCENTAJE_CF_COM6
COMUNA 06,1006000068,15971,1170,7.33
COMUNA 06,1006000069,22510,1665,7.4
COMUNA 06,1006000070,20649,1544,7.48
COMUNA 06,1006000071,24697,1777,7.2
COMUNA 06,1006000072,10778,902,8.37
COMUNA 06,1006000073,13819,1082,7.83
COMUNA 06,1006000074,19208,1491,7.76
