NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM6,VOTOS_IMPUGNADO_COM6,PORCENTAJE_IMPUGNADO_COM6
COMUNA 06,1006000068,15971,0,0.0
COMUNA 06,1006000069,22510,2,0.01
COMUNA 06,1006000070,20649,0,0.0
COMUNA 06,1006000071,24697,1,0.0
COMUNA 06,1006000072,10778,3,0.03
COMUNA 06,1006000073,13819,0,0.0
COMUNA 06,1006000074,19208,2,0.01
