NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_BLANCO_COM9,PORCENTAJE_BLANCO_COM9
COMUNA 09,1009000091,6709,686,10.23
COMUNA 09,1009000092,10729,833,7.76
COMUNA 09,1009000093,6648,508,7.64
COMUNA 09,1009000094,9223,602,6.53
COMUNA 09,1009000095,15014,952,6.34
COMUNA 09,1009000096,8483,663,7.82
COMUNA 09,1009000097,10987,838,7.63
COMUNA 09,1009000098,16030,910,5.68
COMUNA 09,1009000099,8722,530,6.08
COMUNA 09,1009000100,11109,791,7.12
COMUNA 09,1009000101,13413,851,6.34
