NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM10,VOTOS_RECURRIDO_COM10,PORCENTAJE_RECURRIDO_COM10
COMUNA 10,1010000102,10499,2,0.02
COMUNA 10,1010000103,10303,2,0.02
COMUNA 10,1010000104,10041,0,0.0
COMUNA 10,1010000105,14911,21,0.14
COMUNA 10,1010000106,9289,26,0.28
COMUNA 10,1010000107,15420,6,0.04
COMUNA 10,1010000108,9718,4,0.04
COMUNA 10,1010000109,15178,8,0.05
COMUNA 10,1010000110,8078,5,0.06
COMUNA 10,1010000111,8912,4,0.04
COMUNA 10,1010000112,6586,2,0.03
