NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_NULO_COM9,PORCENTAJE_NULO_COM9
COMUNA 09,1009000091,6709,74,1.1
COMUNA 09,1009000092,10729,137,1.28
COMUNA 09,1009000093,6648,76,1.14
COMUNA 09,1009000094,9223,104,1.13
COMUNA 09,1009000095,15014,179,1.19
COMUNA 09,1009000096,8483,72,0.85
COMUNA 09,1009000097,10987,97,0.88
COMUNA 09,1009000098,16030,120,0.75
COMUNA 09,1009000099,8722,79,0.91
COMUNA 09,1009000100,11109,99,0.89
COMUNA 09,1009000101,13413,140,1.04
