NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM5,VOTOS_RECURRIDO_COM5,PORCENTAJE_RECURRIDO_COM5
COMUNA 05,1005000058,10786,1,0.01
COMUNA 05,1005000059,10341,2,0.02
COMUNA 05,1005000060,12579,3,0.02
COMUNA 05,1005000061,11661,6,0.05
COMUNA 05,1005000062,8014,3,0.04
COMUNA 05,1005000063,15490,8,0.05
COMUNA 05,1005000064,16659,2,0.01
COMUNA 05,1005000065,10473,9,0.09
COMUNA 05,1005000066,10170,3,0.03
COMUNA 05,1005000067,15729,2,0.01
