NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM9,VOTOS_ULD_COM9,PORCENTAJE_ULD_COM9
COMUNA 09,1009000091,6709,197,2.94
COMUNA 09,1009000092,10729,400,3.73
COMUNA 09,1009000093,6648,185,2.78
COMUNA 09,1009000094,9223,280,3.04
COMUNA 09,1009000095,15014,514,3.42
COMUNA 09,1009000096,8483,263,3.1
COMUNA 09,1009000097,10987,319,2.9
COMUNA 09,1009000098,16030,574,3.58
COMUNA 09,1009000099,8722,265,3.04
COMUNA 09,1009000100,11109,374,3.37
COMUNA 09,1009000101,13413,393,2.93
