NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM8,VOTOS_FIT_COM8,PORCENTAJE_FIT_COM8
COMUNA 08,1008000087,23462,841,3.58
COMUNA 08,1008000088,14267,568,3.98
COMUNA 08,1008000089,35916,1465,4.08
COMUNA 08,1008000090,34111,1313,3.85
