NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM15,VOTOS_BLANCO_COM15,PORCENTAJE_BLANCO_COM15
COMUNA 15,1015000158,20229,1122,5.55
COMUNA 15,1015000159,12576,628,4.99
COMUNA 15,1015000160,23273,1322,5.68
COMUNA 15,1015000161,21115,1107,5.24
COMUNA 15,1015000162,17799,972,5.46
COMUNA 15,1015000163,13958,679,4.86
COMUNA 15,1015000164,11766,641,5.45
COMUNA 15,1015000165,20932,1092,5.22
COMUNA 15,1015000166,17805,834,4.68
COMUNA 15,1015000167,13789,668,4.84
