NOMBRE_REGION,VOTOS_TOTALES_COM13,VOTOS_FIT_COM13,PORCENTAJE_FIT_COM13,VOTOS_CF_COM13,PORCENTAJE_CF_COM13,VOTOS_FDT_COM13,PORCENTAJE_FDT_COM13,VOTOS_JXC_COM13,PORCENTAJE_JXC_COM13,VOTOS_NULO_COM13,PORCENTAJE_NULO_COM13,VOTOS_RECURRIDO_COM13,PORCENTAJE_RECURRIDO_COM13,VOTOS_IMPUGNADO_COM13,PORCENTAJE_IMPUGNADO_COM13,VOTOS_BLANCO_COM13,PORCENTAJE_BLANCO_COM13,VOTOS_OTROS_COM13,PORCENTAJE_OTROS_COM13
COMUNA 13,168030,6060,3.61,10145,6.04,34617,20.6,99211,59.04,1249,0.74,37,0.02,13,0.01,13771,8.2,2927,1.74
