NOMBRE_REGION,CODIGO_CIRCUITO,VOTOS_TOTALES_COM11,VOTOS_FIT_COM11,PORCENTAJE_FIT_COM11
COMUNA 11,1011000113,10199,508,4.98
COMUNA 11,1011000114,13502,611,4.53
COMUNA 11,1011000115,9354,480,5.13
COMUNA 11,1011000116,13520,685,5.07
COMUNA 11,1011000117,14847,705,4.75
COMUNA 11,1011000118,11621,509,4.38
COMUNA 11,1011000119,14655,585,3.99
COMUNA 11,1011000120,15195,628,4.13
COMUNA 11,1011000121,12446,461,3.7
COMUNA 11,1011000122,10531,312,2.96
COMUNA 11,1011000123,11586,469,4.05
